speech,label,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_9,mfcc_10,mfcc_12,mfcc_14,mfcc_15,mfcc_17,mfcc_19,mfcc_20,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,chroma_1,chroma_8,spectral_1,spectral_2,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6
../data\Angry_Male\ml_angerery-23.wav,angry,-363.8201,86.86581,-5.890802,24.148575,0.69548947,-14.251079,-3.7312474,-11.088737,1.860231,1.7657938,-3.5118046,1.5791044,-7.329611,-3.7572424,1.7196964,-1.9841558,-5.1285515,-0.7655646,-4.358118,0.16126072,-3.2219594,-1.6087871,-5.6986604,-2.0864973,-3.3760004,0.6388766,1.5416268,4.118512,4.392856,-0.1419086,2.687242,-2.4766598,0.1980544,0.38822985,0.41785032,16.989846688978258,14.465495045598491,-0.011867097202773626,-0.024002105565952458,0.01978249704538256,-0.018154574256829134,0.0007772141610241524,-0.015599855466051802
../data\Angry_Male\ml_angerery-24.wav,angry,-382.441,62.985153,6.951961,18.82421,-6.0909867,-4.003808,2.4735987,-9.374263,2.165573,-0.19967175,1.8153052,0.59145117,-4.200367,-3.7934072,-0.022118827,-0.6499944,-6.186299,-0.70223516,-3.7192578,-0.38186157,-2.158755,-0.2783801,-3.8119695,-1.5605922,-3.535388,0.57946354,-4.825579,-1.5699018,-1.7764909,-5.902,-0.5456917,-2.2472467,2.427191,0.57775587,0.4103946,16.129571087013215,13.591966719829779,-0.0034424002475598116,-0.00781566350647732,0.03575324724435016,0.03182570301264272,0.0031546413743092656,-0.014136586085350475
../data\Angry_Male\ml_angerery-25.wav,angry,-374.5557,83.94551,1.370989,22.289509,-0.113084294,-14.43503,-3.6531143,-12.247107,-3.0256855,-1.4055016,-6.0878253,-1.6061083,-5.170441,-2.9815717,0.50432914,-1.3978848,-5.273845,-1.6192344,-4.766161,-0.8394974,-4.339777,-2.3249087,-5.9516754,-4.743569,-4.4546022,-1.4324629,-5.2348585,-2.3455515,-0.8940598,-5.650214,0.10909377,-1.6569709,3.4193604,0.47636148,0.40248558,16.903817678872596,14.592716411928246,0.0013808286981260803,-0.013588787363888011,0.006357057002328228,0.025121779857380445,0.0096032082937108,-0.023644275536450238
../data\Angry_Male\ml_angerery-26.wav,angry,-381.13678,88.83089,7.8704834,22.402998,-0.82720196,-10.056854,-0.44916958,-9.663791,-2.3852572,-1.8662901,-3.8058195,1.8580234,-3.5322266,-4.243952,-0.7530636,-2.1540968,-5.836699,-2.565107,-3.7669203,-1.7766575,-1.9032717,-1.6417283,-5.2010655,-1.4074554,-2.1205337,2.1941922,-1.6084641,0.5532669,-1.454181,-4.6047926,0.0716598,-3.4094007,0.47498563,0.51624966,0.48111114,15.426854389385769,12.670635954813307,0.01793778569453051,-0.016714050570356194,-0.0316911119008719,-0.006953012573966735,0.000515062199972745,0.00296904674055762
../data\Angry_Male\ml_angerery-27.wav,angry,-367.98325,100.93712,-12.124876,12.768905,-4.026401,-3.1349165,-2.4270427,-0.05316538,-7.0040383,2.3372734,2.3102045,-3.1241462,-5.161371,-4.644666,-2.8183188,0.11711303,-7.2147965,-0.11425437,-5.6252966,0.55130386,-3.4108384,-1.2386708,-5.5499473,-1.4363673,-2.6035142,1.8908241,-3.2614865,-0.23315944,-0.92412204,-4.120288,-1.7245554,-4.1556673,-0.9311477,0.57679707,0.44075444,15.802640635826428,12.330975928580852,-0.02554236283795464,-0.007594308597662644,0.03049074168213489,0.007052133128874313,-0.01898737147276086,-0.012612356897443486
../data\Angry_Male\ml_angerery-28.wav,angry,-344.11118,93.99402,0.3980254,12.942558,3.7555833,-8.352177,-4.305869,-8.465054,-2.7781847,-1.9314766,-1.220858,-1.403748,-3.3115,-5.35639,0.20997758,-1.106561,-7.9987793,-2.5259042,-2.5807822,-1.4699733,-4.009467,-1.7059356,-6.5738683,-1.930775,-4.478674,-0.7083519,-3.9826336,-0.96688014,-1.5962874,-4.3237276,0.85857975,-2.7117062,2.944086,0.4583506,0.4518941,17.074730607425565,13.600315951563175,0.017273690025230826,-0.032919484842284866,0.01526821745813012,0.021713534678668198,0.011335774229177328,-0.017498711870773814
../data\Angry_Male\ml_angerery-29.wav,angry,-321.24243,77.18218,-4.640418,32.770527,12.308698,-23.445026,-7.5332165,-14.319945,-3.5584023,0.83036613,-3.568224,-2.2402778,-4.955737,-1.3621728,-2.8222532,1.4905531,-4.303769,-1.8940822,-2.1352184,-3.3054893,-3.0799215,-1.2719911,-11.610561,-2.367909,-6.4521437,-1.7042608,-2.715789,0.7647793,1.2579919,-1.9526204,5.6581535,3.1008265,6.169281,0.46179354,0.43516597,18.248227802677693,15.112001171727687,-0.026211684496993966,-0.014175586690465928,-0.03623238068151645,-0.08945527533069318,-0.004562799964536255,-0.013269943927298251
../data\Angry_Male\ml_angerery-30.wav,angry,-333.52808,91.29875,-1.5381019,17.28018,-5.8655934,-14.514901,-2.5145957,-10.533147,-2.4669087,-2.27768,-1.8978826,-2.4873173,-5.77266,-3.4602168,-1.0481756,0.65489584,-6.1829014,0.01706226,-3.6092343,-0.67212015,-1.9686127,0.17708993,-4.7585983,-1.8217722,-2.8751826,-0.5401264,-3.5775456,-0.51139635,-0.42101717,-4.1149163,-1.9092016,-4.0335245,-1.559329,0.47798193,0.4415703,16.275614377086573,13.618237000792677,-0.027622676948569375,-0.0007410769833202307,0.0009172314187127948,-0.0930124594634701,0.006174592570420475,-0.016883850292933503
../data\Angry_Male\ml_angerery-31.wav,angry,-422.4791,64.47936,2.5052767,27.473406,5.277737,-5.380662,1.3615406,-6.1707,1.2657495,0.7247319,-2.7909844,-1.1102813,-4.3079824,-3.2331064,0.45334154,-0.34721673,-3.0838833,-1.4692421,-1.7686881,-2.5293672,-1.0127121,-0.41536662,-5.6341705,-0.32990843,-4.277295,-0.29935363,-0.5242656,0.34686843,4.3876534,2.1935759,6.0825176,0.2784771,2.9306006,0.5497613,0.55230325,14.629200669256344,13.889281291941428,0.014206951491669773,0.009099610204968274,0.05908530540989945,-0.030267363589561058,0.006217716556590334,-0.006957532295912017
../data\Angry_Male\ml_angerery-32.wav,angry,-408.00436,100.942986,-7.189684,15.54931,-14.75752,-14.328167,-4.7337337,-14.165373,0.07937597,-5.2704277,-4.738473,-2.2111363,-8.230276,-2.6584191,-3.8994195,-0.23136577,-5.827812,-4.632555,-3.5836985,-2.8821106,-2.0849376,2.7609212,0.861966,5.0559545,5.3650947,9.035827,11.809932,11.314391,5.3266335,-1.2648829,1.6314974,-1.5203615,0.48703125,0.34322813,0.407185,13.294310030011799,18.14190558147863,0.0027038621042275645,-0.02649888552389734,-0.014701837935090225,0.004056289401775679,-0.01102563018736999,0.02147726716746737
../data\Angry_Male\ml_angerery-33.wav,angry,-422.5872,105.025085,-6.6212354,15.650038,-7.1585484,-0.59808564,4.825445,-3.473867,-1.7537832,0.40922716,-5.3112845,-0.5987698,-5.0534096,-2.471423,-0.7822941,-0.86297894,-3.568726,-0.85129136,-2.9694798,-0.55023307,-3.339424,0.334476,-4.1302285,-1.1604301,-4.533696,-1.6047436,-2.1080797,1.0970918,0.27905548,-2.2492256,0.007881572,-3.7586277,-1.2141676,0.5566388,0.55542696,16.809342671115935,14.029395445644532,-0.00844670533371837,-0.015512020759440508,0.050265185042366226,0.0047611828947270955,0.005374367961379083,0.005477727794319711
../data\Angry_Male\ml_angerery-34.wav,angry,-414.45926,105.27187,-12.1165905,21.437416,6.83762,-5.1669865,-0.89062935,-3.0079222,-2.1107638,1.6987278,-1.2387407,-1.0743093,-4.1739516,-2.384608,0.32561612,1.4759561,-1.4478703,0.3971296,-1.8658147,0.82416755,-1.7389007,0.74877554,-1.6727645,0.93227947,-2.5771492,-0.6508245,-1.1320629,-0.81922764,0.048376005,-1.4777582,0.21427277,-2.738918,-0.030453658,0.59254557,0.5705899,14.840146456514157,13.554297418186794,-0.010399377534624719,-0.005978117181369558,0.0021412569874272092,0.0021125842041021495,0.002657873370809244,-0.01822883963468482
../data\Happy_Female\happy_xnj_26.wav,happy,-401.8391,110.60756,-50.370747,32.3376,-5.0077515,-17.767603,5.3974524,12.340348,1.6438942,1.2400583,2.190515,1.9253266,0.29287428,-1.4350841,1.3760506,7.3135095,2.3529086,2.9342802,5.551078,4.705253,9.274286,4.876634,4.297634,4.637724,-1.9301473,-0.8709433,-3.0490646,-3.441722,-3.0512123,-1.6996076,-1.1349882,-3.4642773,-1.3422472,0.51945645,0.35717192,26.009639630756094,16.342154524865485,-0.0061270786841292665,-0.013991157819915808,0.03438796300906638,0.0034355258225998047,-0.005886317746718093,-0.006582382078417283
../data\Happy_Female\happy_xnj_27.wav,happy,-383.1232,122.75271,-67.09507,32.934338,-7.645934,-18.453516,4.944141,7.0964766,-0.30821732,7.983425,5.2373247,0.0009919356,11.397302,-2.572701,10.038489,6.936499,8.978113,5.5076995,6.617277,-0.9451784,-1.9209406,-2.795949,-3.3627822,-0.19064647,-2.3846006,-0.79178387,-0.62414294,-3.4328785,0.6554024,-1.0018265,-3.0041735,-0.34973842,0.99163836,0.38744587,0.47301197,26.044236982764467,17.245334779036153,0.0191685416252815,-0.01210978116256506,-0.03632637747222436,-0.025510293766069767,-0.009183160217414004,0.0043631407069895396
../data\Happy_Female\happy_xnj_28.wav,happy,-420.40005,111.02795,-40.45449,25.30277,-12.434083,-20.610954,8.577524,3.364629,-5.233853,-0.5142568,0.15806493,6.6926517,15.107238,0.03215654,1.2534949,2.9500625,5.548892,2.7077622,-3.7508428,-4.8613076,3.413505,1.5893049,-2.227241,-2.0688016,-0.30538177,3.9648616,1.4348559,-0.19032669,-1.2224578,-3.2822988,-4.6032515,-1.5242357,-2.8358836,0.37333992,0.38840678,25.0428807239347,17.013284737536548,-0.003672780586910849,-0.02308704094871932,0.006300790835756219,0.07747504527657444,-0.007136135503272781,-0.013791471215596068
../data\Happy_Female\happy_xnj_29.wav,happy,-476.70572,121.59623,-39.129177,27.765673,-1.5159876,-15.482984,2.586697,5.903988,0.9365737,4.5377007,2.083903,3.6769392,9.494854,8.428724,13.59258,6.3667226,-1.0826802,-2.4955413,0.41443923,-3.4116364,-2.610853,-2.3240302,-2.7025952,-2.5505362,-1.7594684,-2.123101,-5.6460238,-0.81996995,1.5426244,3.0931067,1.7452868,0.086739756,-1.1609223,0.37749022,0.5374715,25.77536406571544,17.763647322078796,-0.0061972417190888345,0.027484374328094693,0.09710678711597738,-0.07227385330559916,0.028777852114609023,-0.016418192708254467
../data\Happy_Female\happy_xnj_30.wav,happy,-454.47308,110.10166,-28.389147,21.152563,-13.512674,-14.99341,9.83916,5.4999375,1.7145613,3.4420035,1.8303144,4.6175632,7.755243,2.549729,5.229174,-1.1309774,1.5094957,-2.2491498,1.0275434,2.0459385,1.3323886,-1.0806592,-0.88109285,0.22843441,-2.5660117,-0.2399858,1.7339325,0.37583098,-0.042135917,-0.9147796,-0.96456087,-1.2736822,-2.9365215,0.47139,0.51833296,24.675194673262045,15.083458658074811,0.0013750538081021438,-0.010210983712499335,0.03225456141499793,0.06203139850615717,-0.0049301555392255725,-0.013318033609362822
../data\Happy_Female\happy_xn_1.wav,happy,-520.7709,143.83325,-13.951681,38.119293,-20.686583,-14.822267,20.815037,-7.3082366,-1.0806615,1.3165727,3.4544005,-1.7046516,2.9157975,-5.254634,0.9987958,-4.91979,-4.4834075,-4.5059295,-0.52217036,1.5724843,3.4007187,0.48754182,2.8869796,3.436814,0.48304823,1.8167771,-0.6730991,1.3715022,-0.08035732,0.33634624,-1.9831563,-2.6698875,-3.3491569,0.41671887,0.57198465,30.22057174321155,17.56829222166858,-0.02414447106176454,-0.033831063585117,0.040489956587552514,0.016102429460733713,0.012303728387554122,-0.03653980695456258
../data\Happy_Female\happy_xn_10.wav,happy,-526.2938,141.05624,-18.875153,53.003647,-18.413036,-15.546184,17.866203,1.6599101,-6.1075897,9.258875,5.728874,5.0687876,1.5776285,-5.5731225,1.1223264,-3.7535205,-8.067203,-8.018208,-1.7675601,-2.009995,2.4407816,2.4438105,3.1932411,1.7014419,-4.194763,-3.404366,-3.0655284,0.3341013,0.9094487,1.1732446,-1.6010308,-0.0503627,0.5965623,0.44835514,0.48701546,30.98437885551692,17.45479682020235,-0.0022065420860103552,0.015069484130338468,0.10851175957987619,0.02528382081627094,0.010709363633471749,-0.026627430473343327
../data\Happy_Female\happy_xn_11.wav,happy,-553.95435,135.17303,-5.2250924,42.885605,-9.951457,-11.585434,14.712238,-0.19379234,-6.803564,6.078082,4.6856456,6.8800936,1.0735278,-6.304434,0.87031424,-3.9794283,-4.9987426,-5.4637175,-1.1469887,-4.0421863,-1.1702731,1.0154705,0.6556341,2.9841933,0.65542674,-0.8227282,0.40125057,1.0426251,-1.6349605,-2.1041503,-3.503276,-3.2178152,-1.7428498,0.37972528,0.42485255,29.684994190575946,17.78186522797398,-0.020566108653328495,-0.009712057344670297,0.13136709884766015,0.03047257047701898,-0.009808606223749242,-0.03904310631226113
../data\Happy_Female\happy_xn_12.wav,happy,-529.17334,148.29288,-36.70904,29.92831,-6.760419,-10.817967,14.566226,4.903133,3.4167488,4.594208,0.77466136,0.98577416,0.10392214,-4.211347,-2.6941314,-4.2087464,-6.9305463,-0.34709615,4.180697,4.0702343,5.829559,0.5738226,1.7201322,1.9589857,-0.20247906,3.1045988,0.5890735,-1.2956289,-4.680561,-0.14325678,-4.4009585,-4.5421653,-3.694545,0.50003576,0.51956147,28.768333051615095,17.35878767131589,-0.006633145470841524,0.08850271072322462,-0.004008969932826722,0.05283880761116077,0.05362036747954618,0.006441268728624246
../data\Happy_Female\happy_xn_13.wav,happy,-493.31274,153.6189,-23.854559,39.398872,-25.919477,-16.479284,21.04611,0.7681217,-3.1069558,6.7039447,2.0663917,2.8136463,1.848781,-7.3858867,0.6005129,-3.79059,-6.1628017,-6.713727,-2.8692455,-7.156589,-4.5850625,-2.8500526,-1.3255651,1.0578904,-1.0603245,2.8093784,6.746598,7.0127816,4.263838,3.258198,-0.1627715,-1.3495024,-1.4381429,0.30861247,0.4587805,30.748543677351602,19.219981170124694,0.03184446445646137,-0.011465613233419325,0.05757570181880587,0.05053492260887112,0.012812990992905829,-0.017661122729848128
../data\Happy_Female\happy_xn_14.wav,happy,-490.23465,146.3659,-34.156456,42.06868,-6.81951,-19.400871,12.288212,1.820819,0.66813785,6.0642557,1.1873031,5.182295,0.27389014,-7.873894,0.9676953,-2.4981732,-5.259555,-5.6707106,-4.036604,-6.4839497,-7.508165,-6.8628616,-2.049811,-0.03691105,-2.0236242,0.030930536,0.860085,0.061596368,2.4144897,5.190783,3.0146985,2.7474787,1.4294901,0.28039625,0.5286816,30.923109910008996,16.95727208797075,-0.0014102172773380914,0.03118462300382668,0.029945039421457324,0.010055711796437645,0.01261208807803508,-0.004346062363711651
../data\Happy_Female\happy_xn_15.wav,happy,-491.93033,166.28894,-42.994583,47.082928,-8.790704,-5.7259884,27.386417,8.513084,8.573873,9.706905,8.981698,4.4132485,7.581389,-2.122485,5.447814,13.987152,12.059941,8.21488,13.432276,3.5153775,-4.1378503,-4.8212433,-1.3353457,-1.0341067,-5.290576,-5.8926964,-5.811671,-2.7663476,-4.6901817,-3.3206444,-6.231327,-4.2625394,-5.2694087,0.50372624,0.21855661,32.00306759920218,20.231151590190837,0.07156434661780414,0.07913900926573211,0.16175306185925747,0.15659209915027494,-0.06906736385174152,0.05097410883932441
../data\Happy_Female\happy_xn_16.wav,happy,-538.001,122.84542,-16.388721,47.742474,3.4824078,-23.48658,1.5451566,1.8298709,4.9689937,1.4667069,0.23465692,-2.2398481,-0.97634083,-1.0827707,2.0770977,8.627361,4.2367287,-0.7862045,-1.6384766,-4.888228,-3.3123248,-3.118288,0.15711465,0.8681873,-2.1534762,1.7787293,1.1307777,-0.82034934,-4.651087,-3.308507,-4.294422,-4.063001,-0.702585,0.32854357,0.4738046,28.16582668635799,17.370184110278192,-0.01137966458749943,0.032950823036829446,0.053193348565400124,0.07286851419485137,0.021998554089165075,-0.0439601503285302
../data\Happy_Female\happy_xn_17.wav,happy,-558.5678,144.3435,-18.85918,52.74852,1.0855519,-15.105581,10.289984,-0.38254878,0.6201938,4.861364,3.5926886,1.8363019,0.14637895,-1.3856316,-1.9302493,3.913293,-1.8815917,-2.966773,0.40171525,-1.3292375,-2.2066982,-5.9046607,-2.5820487,-1.346606,-1.1843952,2.1179998,-0.5602777,2.3209217,-2.5075846,1.8666189,-1.7996653,-2.2407172,-0.22017868,0.41721314,0.48693296,31.305434913829878,17.311801313470095,-0.006138508819419446,0.07095060971658532,0.06446929608227255,0.08262491030024054,0.019909692168696917,-0.03329149050908883
../data\Happy_Female\happy_xn_18.wav,happy,-565.48254,142.86742,-21.176395,35.49048,-6.01072,-12.800729,16.568903,-1.6121236,4.8625045,6.329643,1.7881762,3.2202303,0.56009567,-4.444366,0.805479,0.4251367,-1.4105222,-4.0451393,0.88806325,-0.51991373,-0.5302953,-1.3085243,-2.1320648,2.003292,0.9378777,-1.2834318,-0.6183197,-1.4700167,-2.433308,-2.250464,-2.748404,-2.5519993,-1.8413831,0.41932338,0.47068846,29.660751864191408,15.487531541147742,-0.012893511161235802,0.03880929502892305,0.033153261198735406,0.051085856056389746,0.005974742794667504,-0.038815907929628614
../data\Happy_Female\happy_xn_19.wav,happy,-537.008,132.93324,-23.836197,39.14066,-3.2992814,-7.7291546,12.791264,2.1572986,-1.4579015,3.6127422,1.0951881,1.968592,-1.5157237,-3.8288686,3.223714,7.898404,6.3682523,3.5152838,6.605115,0.65440565,-1.9384485,0.6630649,2.7548354,1.8010275,-1.1724089,-3.809482,-4.6859593,-2.2502353,-4.855482,-2.850785,-6.2343144,-4.301495,-3.5527265,0.4127378,0.37514088,27.371504452377035,17.484368405733527,-0.003081887049625854,0.057570431152992464,0.12968772481305185,-0.07709010369623742,-0.012670425019340754,-0.03685210145640126
../data\Happy_Female\happy_xn_2.wav,happy,-524.4979,123.13924,-23.761261,34.760067,-2.3502486,-5.485172,15.258735,-1.3984985,-0.7760823,4.3620157,5.1555023,-2.6485412,4.5484147,-5.4951935,2.7455428,2.4163632,0.7472511,0.3446965,5.2978387,-1.1967115,-2.295857,0.055960175,1.6817565,3.947826,2.6090195,1.1044437,-1.7588563,-2.448742,-3.308979,-2.8091443,-2.9899168,-1.8843755,-2.3380475,0.4756281,0.42898571,28.367510927088755,16.649001812883558,0.002193868075440402,0.10196710990101106,0.05602643182242469,-0.031978092882560864,-0.0009282341202790302,-0.007306867746621388
../data\Happy_Female\happy_xn_20.wav,happy,-529.6482,156.30885,-42.398895,48.62829,-19.639704,-8.67482,18.838482,10.320491,11.987587,0.3450878,7.1122923,-0.6753972,1.4028018,-3.493041,-1.8068109,8.296477,0.46288416,-6.65856,3.924843,1.8429866,2.635154,-0.1988932,-0.18290758,5.3038096,4.506137,2.1502137,-2.8890233,-2.555761,-5.4764833,1.7101239,-1.0134208,-3.1480165,-2.3730972,0.34942332,0.33885434,29.63327293684905,19.93576233816047,-0.013806012079219289,-0.005725557498045771,-0.06589078439031092,-0.007132374741296859,0.04942878782320507,-0.008676979287382964
../data\Happy_Female\happy_xn_21.wav,happy,-512.9847,130.39967,-29.39652,41.447517,-3.0029128,-13.66535,6.5917916,5.981903,-2.1631129,3.61428,5.764504,-0.71993154,3.617927,-1.4829918,2.6237328,-0.009522128,-4.047248,-7.739965,-3.1485438,-6.376121,-2.3869889,1.3294948,3.1588182,1.9190637,-2.1268773,-0.55176353,-2.9937098,-2.7717865,-2.8275173,-1.2546355,-2.0901842,-0.2353979,1.9786799,0.48852807,0.48465434,29.63572909990296,15.958306036671319,-0.039038528175172914,0.09437995716317604,0.039469585357180946,-0.02448920199555781,0.01186290431672014,-0.021804914932737274
../data\Happy_Female\happy_xn_22.wav,happy,-384.10254,165.30536,-36.042442,38.809795,-5.304122,-6.6968336,13.006024,3.850846,-6.5658937,1.6751423,4.027479,-4.9653506,9.466786,-7.924444,-2.1663609,3.9569514,0.43200946,-1.9766041,7.50197,1.2645485,6.8031597,11.296892,9.2700815,14.400145,8.287573,1.0784123,2.069026,-0.7080237,0.1798284,0.22715753,-2.6728995,1.1439611,0.2615044,0.24810223,0.18914334,24.450887818401988,20.554464952184414,-0.011981749091516194,-0.062297554898203523,0.11717461239914952,-0.1143922204161986,-0.027385299098560786,-0.016974391026811243
../data\Happy_Female\happy_xn_23.wav,happy,-407.5259,149.38225,-13.982277,35.837048,3.2284372,-2.8032598,12.565962,1.9825101,-2.6349154,-4.606408,2.4515736,-3.7277968,5.0849657,-3.6180959,0.6674233,-6.3819876,-3.487438,-2.3113492,-0.3544828,-0.4076888,2.5916157,2.4632869,5.3772388,5.7220845,3.5015006,6.2200184,3.839578,3.2959886,2.8093867,3.7292762,1.5577024,1.7398989,2.6104002,0.3018476,0.3473685,26.59768975088956,16.739003736711645,-0.02434304407240342,0.0062820357267619345,0.02640250391146536,-0.04913962254631244,-0.01307236810380673,-0.022544653045629363
../data\Happy_Female\happy_xn_25.wav,happy,-393.0506,167.58841,-38.628624,49.20189,-4.5970783,-11.750965,14.385183,6.9166336,-4.736059,1.041384,-0.76339436,-5.6618447,7.7471104,-4.4879937,-2.597115,5.8486576,1.8501772,4.4310927,11.508312,5.987637,7.3090744,2.2355356,1.812908,5.5546017,1.7275763,2.2991645,0.56166273,-0.6625482,-0.14465916,1.6898528,-0.58032,1.4721692,1.0078788,0.34759223,0.2620633,24.561465718831723,17.36316362321492,0.012819709728391802,-0.003490061609134507,-0.05032657035936947,-0.07692860288545528,-0.026886821205936624,-0.010908804285960888
../data\Happy_Female\happy_xn_3.wav,happy,-509.79776,135.97427,-12.209587,31.134157,-19.312546,-2.1012907,17.812632,-3.618483,-7.347016,4.346326,8.795046,4.5881853,6.8464284,-5.6952806,1.4039767,-3.9451227,-6.642704,-9.659301,-5.040033,-9.232691,-5.5404444,1.3257585,10.119384,17.341112,14.987802,12.428729,4.7973104,-2.2825289,-1.7896628,-0.3860731,-1.7377826,-2.8325636,-4.74221,0.3724432,0.3117104,28.046896484948963,19.062040745306316,-0.02425489105809744,0.04275658029396035,-0.026148965869574905,-0.07474440041143535,0.024105390930459318,-0.015377337160496968
../data\Happy_Female\happy_xn_4.wav,happy,-485.0371,136.16574,-33.082417,47.198357,-15.280537,-23.515766,16.539194,-8.206064,-5.105916,4.7785745,1.2082068,3.4130177,-0.83341557,-3.863401,-4.426677,-5.6186905,-8.047802,-0.8314494,4.1842885,5.255588,11.078774,9.225097,10.76319,8.468264,1.3530042,0.42547864,-3.4436796,-4.399265,-2.3432581,-0.6588752,-5.3223257,-4.302553,-4.2369595,0.5453987,0.3268427,27.903295063218543,18.647678688385195,-0.00967233291656512,0.09696073736947643,0.05535073201393774,-0.01068416667828698,0.03954126049651952,-0.006253954920259748
../data\Happy_Female\happy_xn_5.wav,happy,-513.3145,120.8158,-13.7574835,45.786198,-11.408499,-15.885458,14.370899,-0.5865892,-2.8848977,4.073998,4.460767,2.0073671,3.5261235,-5.360281,0.9974763,-4.758168,-5.796712,-7.2060194,-2.9652052,-3.8818843,-2.2673647,1.6199678,6.5500665,6.842103,3.1309714,2.570611,-0.4461436,-1.2438924,-1.551609,-1.8377345,-4.1644225,-3.2626777,-2.3888628,0.42318007,0.45418492,28.95243402451576,18.210291788502683,-0.03839984375825495,0.08497590107666303,0.10170597578528198,-0.06205787417101934,0.031060683143212555,-0.019020383668941324
../data\Happy_Female\happy_xn_6.wav,happy,-513.1765,129.9927,-14.405653,30.229994,-8.645625,-9.3596325,13.17711,-3.0648875,1.7448995,-0.51457787,4.123726,0.60459894,2.40637,-4.8410854,-1.4155529,-1.7865554,-2.3046644,0.90784395,3.7009828,-0.5308797,-1.1478639,-3.237232,0.59439045,3.5386553,0.23518181,2.1008909,-0.49463886,-2.906996,-1.1724999,-0.8752601,-0.5884537,-1.4510322,-2.676104,0.44508088,0.5071851,29.156017449179586,15.77467966246034,0.09112846816671268,0.07779637200920611,0.010230759539389782,-0.033203493267860075,0.005269279912460504,-0.004760444139329873
../data\Happy_Female\happy_xn_7.wav,happy,-561.7098,130.7222,2.248688,37.368057,-5.5843315,-4.3731675,16.787848,-0.2187037,-2.5852554,5.249428,0.4556272,6.6780944,-2.4849133,-8.166892,-2.1962552,-4.2927623,-1.2774045,0.6469153,3.6142905,5.485268,2.6039424,-0.34732786,-1.1612499,-2.2359045,0.28163555,-0.552398,-3.300904,-1.7269928,-4.5743356,-2.2331614,-4.60656,-2.673842,-2.8153808,0.48374793,0.4660873,30.198024073315768,17.96761867840126,-0.009082087950794111,0.030934508069426946,0.029449689816921972,0.03431536474774571,0.02519505677330412,-0.029913012050768753
../data\Happy_Female\happy_xn_8.wav,happy,-541.56134,134.4079,-19.540045,41.65878,-11.324919,-6.7266593,17.089521,-3.3670337,-1.9877197,4.2279043,-1.5625968,-0.51832825,-0.008501864,-0.5244279,4.6299453,7.9100924,6.543588,4.8527584,11.702034,4.4999213,-1.6300015,-2.448877,-2.40601,-1.6292453,-1.1228638,-2.7716916,-6.736379,-5.6167455,-5.4487743,-4.545565,-5.074471,-3.775111,-5.056947,0.38357314,0.34992847,27.265642051341395,18.72538522112498,0.03504870720604898,0.08411159441481303,0.034721523173122396,-0.11220744890276321,-0.02824809017895637,-0.03175790648530273
../data\Happy_Female\happy_xn_9.wav,happy,-536.12085,144.9337,-10.798418,44.76348,-12.777159,-13.524255,15.9647255,0.097708285,-3.6267703,7.0307856,0.82927775,2.0093572,-2.9144444,-4.837729,-0.98642874,0.5044622,-2.8079114,0.78429955,3.1484478,-3.120181,-3.86133,-4.1657767,-0.133622,1.8070331,0.90755576,2.70984,0.20858786,2.3401198,0.17779903,1.1243833,-3.167207,-4.732083,-3.5821843,0.3114967,0.40258998,30.15491490282689,19.16030228717959,0.014368816344259098,0.04780388547276409,0.13213974815936597,-0.05799277743969426,-0.0019082272045500206,-0.037264464765142245
../data\Happy_Female\jt_happy_1.wav,happy,-333.32797,131.3861,-94.97542,40.595787,-25.651518,-23.623089,-5.4921956,0.20449136,-26.88549,-6.2412343,-1.7577226,-14.229838,-2.0350256,-4.8158154,-11.379556,-2.2658265,-16.316782,-3.1351101,-3.1611042,-8.778436,1.1046072,-10.183523,-2.287566,-0.6277644,-5.6388755,7.062911,2.7719705,7.8942184,0.32081,5.3524094,-1.765158,-3.88526,-1.7939823,0.3450285,0.39640698,32.62206545257239,18.83718993659467,-0.021051263649406075,-0.00982185492969918,0.042426052055536054,0.02390502149668974,0.017494822265311412,-0.013014241210960993
../data\Happy_Female\jt_happy_10.wav,happy,-330.78064,130.33543,-69.09381,30.157448,-25.737066,-20.611122,-2.8279023,-3.9946773,-22.378164,-15.290623,-8.216592,-13.44296,-3.919313,-7.174057,-7.096717,-2.7616591,-5.281873,-1.898495,-3.7527874,1.9371493,2.7287896,-7.1812153,3.5257692,-0.5025373,-1.8792499,6.1734056,-3.086115,1.6777288,-2.1146522,3.2423248,-2.3878489,-0.66079426,-3.8633006,0.3432357,0.34182042,31.473714068656054,17.190986228214353,0.003113400827846153,-0.001809179475027433,-0.06431919166278308,-0.0020243111066526468,0.024600456445633287,0.008003119346153269
